Match,Result,,,,,Event,Edition,Date/time,Round/game,Restreamer/location,,HW,AW,HM,AM,,,
13436,TEBANOKU,3,1,AFAELR,,CTLATAM Promesas,February 2021,03/02/2021 22:00:00,Round of 16,Johann,,1,0,92,2,,,
13437,RORY,3,1,TRUE ENIGMA,,CT League,Season 11,03/02/2021 22:00:00,Division 6A,Iceblade73,,1,0,574,72,,,
13438,JEEZ007,0,3,RYEN,,CT League,Season 11,03/02/2021 22:00:00,Division 7A,Iceblade73,,0,1,13,13,,,
13439,RYEN,3,0,JEEZ007,,CT League,Season 11,03/02/2021 22:20:00,Division 7A,Iceblade73,,1,0,14,14,,,
13440,TRUE ENIGMA,3,1,SATURNIC,,CTLATAM Promesas,February 2021,03/02/2021 22:30:00,Round of 16,Johann,,1,0,73,12,,,
13441,ODINNLOGI,3,2,ALEX H,,CTM Futures,February 2021,03/02/2021 22:57:00,Round 1,Peekayric,,1,0,73,52,,,
13442,NIGHT,1,3,TRAPZONE,,Elo Battles,,03/02/2021 23:00:00,,Saltedsofa,,0,1,181,111,,,
13443,TIMMYKIM,3,0,HEIST,,Elo Battles,,03/02/2021 23:30:00,,Saltedsofa,,1,0,81,85,,,
13444,VANDWELLER,1,3,SUNSHINE,,CT League,Season 11,04/02/2021 00:00:00,Division 5A,Tugi,,0,1,144,37,,,
13445,SOMALIAN,3,2,POOPYOLDHAG,,CTM Community T1,February 2021,04/02/2021 00:23:00,Round 1,Saltedsofa,,1,0,193,56,,,
13446,SUNSHINE,1,3,VANDWELLER,,CT League,Season 11,04/02/2021 00:25:00,Division 5A,Tugi,,0,1,38,145,,,
13447,DOG,2,0,PEEKAYRIC,,WPL Open,#3,04/02/2021 01:00:00,Quarter-Final,Beastinshen,,1,0,222,129,,,
13448,PIXELANDY,0,2,JERPIDUDE,,WPL Open,#3,04/02/2021 01:00:00,Quarter-Final,Beastinshen,,0,1,170,157,,,
13449,ALEJODIOS,0,3,PEPE,,Elo Battles,,04/02/2021 01:00:00,,Mendion,,0,1,80,192,,,
13450,COMEGALLETAS,1,3,NOMORI,,CTLATAM Promesas,February 2021,04/02/2021 01:02:00,Round of 16,Heist,,0,1,13,10,,,
13451,TEBANOKU,3,2,JOHANN,,Elo Battles,,04/02/2021 01:15:00,,Mendion,,1,0,93,239,,,
13452,SHARKY,3,0,BENJY,,CT League,Season 11,04/02/2021 01:21:00,Division 1,Kingsman,,1,0,179,149,,,
13453,CHEEZ,2,1,DOGE,,WPL Open,#3,04/02/2021 01:30:00,Quarter-Final,Beastinshen,,1,0,164,132,,,
13454,NENU,2,1,GIO,,WPL Open,#3,04/02/2021 01:30:00,Quarter-Final,Beastinshen,,1,0,171,117,,,
13455,DANVINKI,2,3,SEUNGO,,Elo Battles,,04/02/2021 01:40:00,,Mendion,,0,1,30,17,,,
13456,BENJY,3,1,SHARKY,,CT League,Season 11,04/02/2021 01:50:00,Division 1,Kingsman,,1,0,150,180,,,
13457,DOG,0,2,JERPIDUDE,,WPL Open,#3,04/02/2021 02:00:00,Semi-Final,Beastinshen,,0,1,223,158,,,
13458,TEBANOKU,3,0,IANKEITH,,Elo Battles,,04/02/2021 02:05:00,,Mendion,,1,0,94,28,,,
13459,PEPE,3,1,TETRISTIME,,Elo Battles,,04/02/2021 02:20:00,,Mendion,,1,0,193,185,,,
13460,TETRISTIME,1,3,SUNSHINE,,CT League,Season 11,04/02/2021 02:30:00,Division 5A,Peekayric,,0,1,186,39,,,
13461,CHEEZ,2,1,NENU,,WPL Open,#3,04/02/2021 02:30:00,Semi-Final,Beastinshen,,1,0,165,172,,,
13462,SHULPHURIC,0,3,TSTORM,,Elo Battles,,04/02/2021 02:40:00,,Mendion,,0,1,1,17,,,
13463,KINGSMAN,3,2,ELPAILTEM,,Elo Battles,,04/02/2021 02:55:00,,Mendion,,1,0,411,193,,,
13464,CHEEZ,3,2,JERPIDUDE,,WPL Open,#3,04/02/2021 03:00:00,Final,Beastinshen,,1,0,166,159,,,
13465,MISTEC43,1,3,KAINOS,,CT League,Season 11,04/02/2021 03:10:00,Division 7F,Peyton,,0,1,117,55,,,
13466,SUNSHINE,1,3,TETRISTIME,,CT League,Season 11,04/02/2021 03:15:00,Division 5A,Peekayric,,0,1,40,187,,,
13467,SHULPHURIC,1,3,ELPAILTEM,,Elo Battles,,04/02/2021 03:20:00,,Mendion,,0,1,2,194,,,
13468,JOACOZEP,1,3,SATURNIC,,Elo Battles,,04/02/2021 03:40:00,,Mendion,,0,1,34,13,,,
13469,KAINOS,3,1,MISTEC43,,CT League,Season 11,04/02/2021 03:50:00,Division 7F,Peyton,,1,0,56,118,,,
13470,BOXIE,3,1,REYKON,,Elo Battles,,04/02/2021 04:00:00,,Mendion,,1,0,220,86,,,
13471,OSCAR,3,1,MELONSODA,,CTM Community T1,February 2021,04/02/2021 04:01:00,Round 1,Peekayric,,1,0,19,14,,,
13472,MOODEUCE,2,3,YUSIF,,CTM Community T1,February 2021,04/02/2021 09:00:00,Round 1,Poopyoldhag,,0,1,265,104,,,
13473,PIKASTAR,3,1,KAINOS,,CT Korea Tournament,February 2021,04/02/2021 11:00:00,Round 0,ClassicTetriskorea,,1,0,1,57,,,
13474,TIMMYKIM,3,1,ANOMALOUS,,CT Korea Tournament,February 2021,04/02/2021 13:30:00,Round 1,ClassicTetriskorea,,1,0,82,40,,,
13475,MORKOS,3,2,MLECZAK,,Tetris Friendlies,,04/02/2021 18:00:00,,Kingsman,,1,0,66,73,,,
13476,PEPE,3,2,GALOOMBA,,CT League,Season 11,04/02/2021 18:00:00,Division 2,Timmykim,,1,0,194,168,,,
13477,BOXIE,3,0,MICHU,,Tetris Friendlies,,04/02/2021 18:25:00,,Kingsman,,1,0,221,67,,,
13478,ELPAILTEM,3,1,SQUAREWAVE,,CTM Community T2,February 2021,04/02/2021 18:30:00,Round 1,Boxie,,1,0,195,16,,,
13479,GALOOMBA,1,3,PEPE,,CT League,Season 11,04/02/2021 18:40:00,Division 2,Timmykim,,0,1,169,195,,,
13480,SCOOPMAN,3,1,MILO,,Tetris Friendlies,,04/02/2021 18:50:00,,Kingsman,,1,0,58,80,,,
13481,IANNIBBA,3,0,SIDNEV,,Tetris Friendlies,,04/02/2021 19:15:00,,Kingsman,,1,0,73,24,,,
13482,IANNIBBA,3,0,SOMALIAN,,Tetris Friendlies,,04/02/2021 19:40:00,,Kingsman,,1,0,74,194,,,
13483,TIMMYKIM,0,3,ICEBLADE73,,CT League,Season 11,04/02/2021 19:45:00,Division 5D,Jakub,,0,1,83,75,,,
13484,SWIDR,1,3,MARTS,,CT League,Season 11,04/02/2021 20:00:00,Division 7C,Jakub,,0,1,43,543,,,
13485,TRAPZONE,1,3,RAPTA,,CT League,Season 11,04/02/2021 20:00:00,Division 4A,20Dan03,,0,1,112,64,,,
13486,MLECZAK,3,0,SAMTHESPEEDRUNNER,,Tetris Friendlies,,04/02/2021 20:05:00,,Kingsman,,1,0,74,18,,,
13487,DANVINKI,3,1,SCOOPMAN,,Tetris Friendlies,,04/02/2021 20:30:00,,Kingsman,,1,0,31,59,,,
13488,MARTS,3,0,SWIDR,,CT League,Season 11,04/02/2021 20:30:00,Division 7C,Jakub,,1,0,544,44,,,
13489,RAPTA,2,3,TRAPZONE,,CT League,Season 11,04/02/2021 20:30:00,Division 4A,20Dan03,,0,1,65,113,,,
13490,MARLE,3,1,ELPAILTEM,,Tetris Friendlies,,04/02/2021 20:55:00,,Kingsman,,1,0,14,196,,,
13491,666_NOOB,3,2,ICEBLADE73,,CT League,Season 11,04/02/2021 21:00:00,Division 5D,Blargmeister,,1,0,27,76,,,
13492,ICEBLADE73,3,2,666_NOOB,,CT League,Season 11,04/02/2021 21:30:00,Division 5D,Blargmeister,,1,0,77,28,,,
13493,ANCHIKAI,3,2,IMDSS,,CTM Community T3,February 2021,04/02/2021 22:47:00,Round 1,Kibi_Byte,,1,0,3,39,,,
13494,XERXOS,0,3,PUPPYBALL,,CT Gauntlet,Season 4,05/02/2021 00:00:00,,Sharky,,0,1,45,101,,,
13495,GRANDDESIGNS,3,1,MARTS,,CT Gauntlet,Season 4,05/02/2021 00:15:00,,Sharky,,1,0,32,545,,,
13496,NIGHT,0,3,VICIOUS RHUBARB,,CT Gauntlet,Season 4,05/02/2021 00:35:00,,Sharky,,0,1,182,57,,,
13497,BENJY,3,0,PEEKAYRIC,,CT Gauntlet,Season 4,05/02/2021 00:50:00,,Sharky,,1,0,151,130,,,
13498,OPAUX,1,3,PIXELANDY,,CT Gauntlet,Season 4,05/02/2021 01:05:00,,Sharky,,0,1,187,171,,,
13499,HEIST,2,3,BIGGIEMAC,,CTM Community T1,February 2021,05/02/2021 03:36:00,Round 1,Kibi_Byte,,0,1,86,12,,,
13500,NOODLE,3,1,MICETRO,,CT League,Season 11,05/02/2021 07:00:00,Division 3A,Bigsippy,,1,0,7,66,,,
13501,MICETRO,0,3,NOODLE,,CT League,Season 11,05/02/2021 07:32:00,Division 3A,Bigsippy,,0,1,67,8,,,
13502,ATALITO,3,0,ARD1998,,CTM Community T3,February 2021,05/02/2021 13:06:00,Round 1,Scoopman,,1,0,1,43,,,
13503,ELPAILTEM,0,3,MELONSODA,,CT League,Season 11,05/02/2021 18:00:00,Division 7B,Sixfour,,0,1,197,15,,,
13504,MELONSODA,3,1,ELPAILTEM,,CT League,Season 11,05/02/2021 18:09:00,Division 7B,Sixfour,,1,0,16,198,,,
13505,THATGUYWB,3,0,MELONSODA,,CT League,Season 11,05/02/2021 18:45:00,Division 7B,Sixfour,,1,0,51,17,,,
13506,MENDION,3,0,ANDREY,,CTLATAM Promesas,February 2021,05/02/2021 19:00:00,Round of 16,Mrfaq,,1,0,44,2,,,
13507,MELONSODA,2,3,THATGUYWB,,CT League,Season 11,05/02/2021 19:05:00,Division 7B,Sixfour,,0,1,18,52,,,
13508,CWIEKOSZCZAK,4,2,KRZYWY,,Rafal's Tetris League,Season 1,05/02/2021 19:30:00,,ClassicTetrispolska,,1,0,2,7,,,
13509,CHRISTIAN,2,3,TOURIST,,CT League,Season 11,05/02/2021 20:00:00,Division 7B,Heist,,0,1,21,11,,,
13510,NEVANATOR,3,2,RAPTA,,CT League,Season 11,05/02/2021 20:00:00,Division 4A,Timmykim,,1,0,75,66,,,
13511,20DAN03,3,2,OWEN,,CT League,Season 11,05/02/2021 20:00:00,Division 7D,IanKeith,,1,0,29,93,,,
13512,RURCZAK,3,3,CWIEKOSZCZAK,,Rafal's Tetris League,Season 1,05/02/2021 20:10:00,,ClassicTetrispolska,,0.5,0.5,5,3,,,
13513,RAPTA,3,0,NEVANATOR,,CT League,Season 11,05/02/2021 20:30:00,Division 4A,Timmykim,,1,0,67,76,,,
13514,OWEN,1,3,20DAN03,,CT League,Season 11,05/02/2021 20:30:00,Division 7D,IanKeith,,0,1,94,30,,,
13515,666_NOOB,0,3,TIMMYKIM,,CT League,Season 11,05/02/2021 21:15:00,Division 5D,Blargmeister,,0,1,29,84,,,
13516,TIMMYKIM,1,3,666_NOOB,,CT League,Season 11,05/02/2021 21:45:00,Division 5D,Blargmeister,,0,1,85,30,,,
13517,VERNIE,3,2,BIRBWIZARD,,Tetris Friendlies,,05/02/2021 22:00:00,,Kingsman,,1,0,133,64,,,
13518,SEMILOGO,0,3,VACHETBEASTY,,CT League,Season 11,05/02/2021 22:00:00,Division 7E,Peekayric,,0,1,48,91,,,
13519,VACHETBEASTY,1,3,SEMILOGO,,CT League,Season 11,05/02/2021 22:15:00,Division 7E,Peekayric,,0,1,92,49,,,
13520,TRAPZONE,3,2,TUGI,,Tetris Friendlies,,05/02/2021 22:25:00,,Kingsman,,1,0,114,137,,,
13521,TEBANOKU,3,0,DANVINKI,,Tetris Friendlies,,05/02/2021 22:50:00,,Kingsman,,1,0,95,32,,,
13522,REMMEDY,3,1,ALEX H,,CT League,Season 11,05/02/2021 23:00:00,Division 3B,Blargmeister,,1,0,27,53,,,
13523,D LO,3,1,LOUIE SKOUIE,,Tetris Friendlies,,05/02/2021 23:15:00,,Kingsman,,1,0,221,171,,,
13524,ALEX H,1,3,REMMEDY,,CT League,Season 11,05/02/2021 23:30:00,Division 3B,Blargmeister,,0,1,54,28,,,
13525,TSTORM,3,2,RYEN,,CT League,Season 11,05/02/2021 23:30:00,Division 7A,Peekayric,,1,0,18,15,,,
13526,REMMY,3,1,MILO,,Tetris Friendlies,,05/02/2021 23:40:00,,Kingsman,,1,0,159,81,,,
13527,KIBI_BYTE,3,1,JOACOZEP,,CTM Community T2,February 2021,05/02/2021 23:57:00,Round 1,Saltedsofa,,1,0,56,35,,,
13528,RYEN,3,2,TSTORM,,CT League,Season 11,06/02/2021 00:00:00,Division 7A,Peekayric,,1,0,16,19,,,
13529,CHARLESSPARKLEY,3,2,MARTS,,Tetris Friendlies,,06/02/2021 00:05:00,,Kingsman,,1,0,96,546,,,
13530,LUCAS3241,3,1,SHULPHURIC,,CTLATAM Promesas,February 2021,06/02/2021 00:10:00,Round of 16,Heist,,1,0,9,3,,,
13531,HEIST,3,0,PEYTON,,Tetris Friendlies,,06/02/2021 00:30:00,,Kingsman,,1,0,87,64,,,
13532,BIGSIPPY,3,2,GRANNYPANPAN,,Tetris Friendlies,,06/02/2021 00:55:00,,Kingsman,,1,0,78,48,,,
13533,MYLES,1,3,JEFF,,CT League,Season 11,06/02/2021 01:06:00,Division 2,Hydrantdude,,0,1,191,162,,,
13534,IANNIBBA,3,2,TETRISTIME,,Tetris Friendlies,,06/02/2021 01:20:00,,Kingsman,,1,0,75,188,,,
13535,JEFF,3,1,MYLES,,CT League,Season 11,06/02/2021 01:37:00,Division 2,Hydrantdude,,1,0,163,192,,,
13536,MARLE,3,2,ROAVIN,,CTM Community T3,February 2021,06/02/2021 02:00:00,Round 1,Poopyoldhag,,1,0,15,17,,,
13537,BMAC,1,3,MENDION,,CTM Community T2,February 2021,06/02/2021 02:02:00,Round 1,Poopyoldhag,,0,1,139,45,,,
13538,PIKASTAR,3,1,HOLIFYRE,,CT Korea Tournament,February 2021,06/02/2021 03:15:00,Round 1,ClassicTetriskorea,,1,0,2,93,,,
13539,POKENERD,3,0,JUICY,,CT Korea Tournament,February 2021,06/02/2021 05:50:00,Round 0,ClassicTetriskorea,,1,0,31,1,,,
13540,BLAUWALBUBE,3,2,ROO,,CT League,Season 11,06/02/2021 11:30:00,Division 3B,Sixfour,,1,0,20,8,,,
13541,ROO,3,0,BLAUWALBUBE,,CT League,Season 11,06/02/2021 12:00:00,Division 3B,Sixfour,,1,0,9,21,,,
13542,ROCCORICCI,3,1,REMMY,,CT League,Season 11,06/02/2021 13:30:00,Division 5B,Boxie,,1,0,24,160,,,
13543,AZN_ANTHONY,3,0,ALEJODIOS,,CTM Futures,February 2021,06/02/2021 14:00:00,Round 1,Scoopman,,1,0,35,81,,,
13544,REMMY,1,3,ROCCORICCI,,CT League,Season 11,06/02/2021 14:00:00,Division 5B,Boxie,,0,1,161,25,,,
13545,GUERREROASDF,0,3,MARTS,,CTM Community T1,February 2021,06/02/2021 14:43:00,Round 1,Boxie,,0,1,85,547,,,
13546,RURCZAK,4,1,SZYMEN,,Rafal's Tetris League,Season 1,06/02/2021 15:25:00,,ClassicTetrispolska,,1,0,6,5,,,
13547,TEBANOKU,1,3,CWIIIS,,CT League,Season 11,06/02/2021 15:40:00,Division 6D,Blargmeister,,0,1,96,104,,,
13548,NISHI,0,4,CWIEKOSZCZAK,,Rafal's Tetris League,Season 1,06/02/2021 15:55:00,,ClassicTetrispolska,,0,1,7,4,,,
13549,DTHEOREM,0,3,JAYP33,,CT League,Season 11,06/02/2021 16:00:00,Division 8A,Iceblade73,,0,1,8,7,,,
13550,CWIIIS,1,3,TEBANOKU,,CT League,Season 11,06/02/2021 16:00:00,Division 6D,Blargmeister,,0,1,105,97,,,
13551,ANDREY K,3,1,REMMY,,CT League,Season 11,06/02/2021 16:01:00,Division 5B,Sixfour,,1,0,11,162,,,
13552,DOBRYCZLEK,2,4,CWIEKOSZCZAK,,Rafal's Tetris League,Season 1,06/02/2021 16:25:00,,ClassicTetrispolska,,0,1,7,5,,,
13553,REMMY,1,3,ANDREY K,,CT League,Season 11,06/02/2021 16:28:00,Division 5B,Sixfour,,0,1,163,12,,,
13554,JAYP33,1,3,DTHEOREM,,CT League,Season 11,06/02/2021 16:30:00,Division 8A,Iceblade73,,0,1,8,9,,,
13555,KIRBYRULZ,1,3,TONI,,CT League,Season 11,06/02/2021 18:00:00,Division 7C,Heist,,0,1,10,5,,,
13556,TEBANOKU,2,3,TRUE ENIGMA,,CTLATAM Promesas,February 2021,06/02/2021 18:05:00,Quarter-final,Johann,,0,1,98,74,,,
13557,SABLEN,2,3,MENDION,,CT League,Season 11,06/02/2021 18:10:00,Division 7F,Blargmeister,,0,1,118,46,,,
13558,MENDION,3,0,SABLEN,,CT League,Season 11,06/02/2021 18:50:00,Division 7F,Blargmeister,,1,0,47,119,,,
13559,TETRASAURUS,3,1,TIMMYKIM,,CTM Futures,February 2021,06/02/2021 19:00:00,Round 1,Saltedsofa,,1,0,84,86,,,
13560,DILLAN,3,0,BETASTREP,,CTM Futures,February 2021,06/02/2021 19:00:00,Round 1,Mrfaq,,1,0,23,7,,,
13561,REMMY,3,2,LUIS_TETRIS,,CT League,Season 11,06/02/2021 19:00:00,Division 5B,Heist,,1,0,164,19,,,
13562,AVGEEK,3,2,EVESY,,CTM Community T2,February 2021,06/02/2021 20:00:00,Round 1,Sirmaser,,1,0,2,8,,,
13563,THATGUYWB,3,2,CHRISTIAN,,CT League,Season 11,06/02/2021 20:00:00,Division 7B,Heist,,1,0,53,22,,,
13564,BUBBLE,3,1,PEEKAYRIC,,CTM Challengers,February 2021,06/02/2021 20:00:00,Round 1,Monthlytetris,,1,0,86,131,,,
13565,YEEZY,3,1,MICETRO,,CTM Challengers,February 2021,06/02/2021 20:00:00,Round 1,Monthlytetris,,1,0,1,68,,,
13566,SALTEDSOFA,3,1,LTIQUE,,CTM Futures,February 2021,06/02/2021 20:30:00,Round 1,Sirmaser,,1,0,126,29,,,
13567,CHRISTIAN,1,3,THATGUYWB,,CT League,Season 11,06/02/2021 20:30:00,Division 7B,Heist,,0,1,23,54,,,
13568,BUBBLE,3,1,YEEZY,,CTM Challengers,February 2021,06/02/2021 20:30:00,Round 1,Monthlytetris,,1,0,87,2,,,
13569,THEMISTERVALOR,0,3,DAASIANN,,CTM Challengers,February 2021,06/02/2021 21:00:00,Round 1,Monthlytetris,,0,1,224,101,,,
13570,SHARKY,2,3,BREANDAN,,CTM Challengers,February 2021,06/02/2021 21:00:00,Round 1,Monthlytetris,,0,1,181,37,,,
13571,NDDK,3,0,WIKE,,CT League,Season 11,06/02/2021 21:04:00,Division 6C,Kryptonick,,1,0,3,25,,,
13572,WIKE,1,3,NDDK,,CT League,Season 11,06/02/2021 21:20:00,Division 6C,Kryptonick,,0,1,26,4,,,
13573,DAASIANN,3,0,BREANDAN,,CTM Challengers,February 2021,06/02/2021 21:30:00,Round 1,Monthlytetris,,1,0,102,38,,,
13574,JAYP33,3,1,SPIRITVET,,CTM Community T3,February 2021,06/02/2021 22:00:00,Round 1,Bigsippy,,1,0,9,1,,,
13575,LUCAS3241,0,3,MENDION,,CTLATAM Promesas,February 2021,06/02/2021 22:00:00,Quarter-final,Johann,,0,1,10,48,,,
13576,ALEX THACH,3,1,HEPPS,,CTM Challengers,February 2021,06/02/2021 22:00:00,Round 1,Monthlytetris,,1,0,26,95,,,
13577,ANOMALOUS,2,3,RAPTA,,CTM Challengers,February 2021,06/02/2021 22:00:00,Round 1,Monthlytetris,,0,1,41,68,,,
13578,MUUNAS,2,3,SIDNEV,,CT League,Season 11,06/02/2021 22:30:00,Division 4C,Bigsippy,,0,1,117,25,,,
13579,ALEX THACH,1,3,RAPTA,,CTM Challengers,February 2021,06/02/2021 22:30:00,Quarter-Final,Monthlytetris,,0,1,27,69,,,
13580,CWIEKOSZCZAK,4,0,SZYMEN,,Rafal's Tetris League,Season 1,06/02/2021 22:35:00,,ClassicTetrispolska,,1,0,6,6,,,
13581,B14NK,2,3,REMMEDY,,CTM Challengers,February 2021,06/02/2021 23:00:00,Quarter-Final,Monthlytetris,,0,1,203,29,,,
13582,NEVANATOR,1,3,MYLES,,CTM Challengers,February 2021,06/02/2021 23:00:00,Quarter-Final,Monthlytetris,,0,1,77,193,,,
13583,SIDNEV,3,0,MUUNAS,,CT League,Season 11,06/02/2021 23:01:00,Division 4C,Bigsippy,,1,0,26,118,,,
13584,REMMEDY,3,1,MYLES,,CTM Challengers,February 2021,06/02/2021 23:30:00,Quarter-Final,Monthlytetris,,1,0,30,194,,,
13585,AKGRANDMASTERB,2,3,DERMOTNINJA,,CT Gauntlet,Season 4,07/02/2021 00:00:00,,TetrisGauntlet,,0,1,7,2,,,
13586,BUBBLE,1,3,DAASIANN,,CTM Challengers,February 2021,07/02/2021 00:00:00,Semi-Final,Monthlytetris,,0,1,88,103,,,
13587,TT PLAYA,2,3,MECEX,,CT Gauntlet,Season 4,07/02/2021 00:25:00,,TetrisGauntlet,,0,1,2,71,,,
13588,RAPTA,2,3,REMMEDY,,CTM Challengers,February 2021,07/02/2021 00:30:00,Semi-Final,Monthlytetris,,0,1,70,31,,,
13589,JERPIDUDE,2,3,SODIUM,,CT Gauntlet,Season 4,07/02/2021 00:50:00,,TetrisGauntlet,,0,1,160,207,,,
13590,SEUNGO,3,1,JUICY,,CT Korea Tournament,February 2021,07/02/2021 01:00:00,Losers' Round 1,ClassicTetriskorea,,1,0,18,2,,,
13591,MISTEC43,3,1,SABLEN,,CT League,Season 11,07/02/2021 01:00:00,Division 7F,Mendion,,1,0,119,120,,,
13592,DAASIANN,1,3,REMMEDY,,CTM Challengers,February 2021,07/02/2021 01:00:00,Final,Monthlytetris,,0,1,104,32,,,
13593,RUINS,3,1,ODINNLOGI,,CT Gauntlet,Season 4,07/02/2021 01:15:00,,TetrisGauntlet,,1,0,4,74,,,
13594,SABLEN,2,3,MISTEC43,,CT League,Season 11,07/02/2021 01:30:00,Division 7F,Mendion,,0,1,121,120,,,
13595,TRAPZONE,2,3,XERXOS,,CTM Futures,February 2021,07/02/2021 02:19:00,Round 1,Poopyoldhag,,0,1,115,46,,,
13596,NIGHT,2,3,SAM FINCH,,CTM Futures,February 2021,07/02/2021 02:23:00,Round 1,Poopyoldhag,,0,1,183,7,,,
13597,MAKO,2,3,MARTS,,CTM Community T2,February 2021,07/02/2021 02:25:00,Round 1,Poopyoldhag,,0,1,9,548,,,
13598,TRAPZONE,3,1,PIKASTAR,,CT Korea Tournament,February 2021,07/02/2021 02:50:00,Winners' Round 2,ClassicTetriskorea,,1,0,116,3,,,
13599,DANVINKI,3,2,DREW SHOTWELL,,CTM Community T1,February 2021,07/02/2021 03:37:00,Round 1,Heist,,1,0,33,12,,,
13600,SMOLJORDAN,3,1,KINGSMAN,,CTM Community T1,February 2021,07/02/2021 03:48:00,Round 1,Peekayric,,1,0,39,412,,,
13601,TETRISTIME,3,0,VANDWELLER,,CT League,Season 11,07/02/2021 05:00:00,Division 5A,Peekayric,,1,0,189,146,,,
13602,VANDWELLER,2,3,TETRISTIME,,CT League,Season 11,07/02/2021 05:20:00,Division 5A,Peekayric,,0,1,147,190,,,
13603,KAINOS,3,2,SABLEN,,CT League,Season 11,07/02/2021 06:00:00,Division 7F,Peekayric,,1,0,58,122,,,
13604,SABLEN,0,3,KAINOS,,CT League,Season 11,07/02/2021 06:30:00,Division 7F,Peekayric,,0,1,123,59,,,
13605,MITOLEX,3,2,VINCE,,CTM Community T1,February 2021,07/02/2021 10:00:00,Round 1,Mrfaq,,1,0,12,19,,,
13606,MLECZAK,3,2,SMOLJORDAN,,CT League,Season 11,07/02/2021 12:01:00,Division 4B,Sixfour,,1,0,75,40,,,
13607,SMOLJORDAN,3,2,MLECZAK,,CT League,Season 11,07/02/2021 12:28:00,Division 4B,Sixfour,,1,0,41,76,,,
13608,SIDNEV,3,2,SCAMPER9,,CTM Futures,February 2021,07/02/2021 15:00:00,Round 1,Sixfour,,1,0,27,234,,,
13609,20DAN03,3,2,MAKO,,CT League,Season 11,07/02/2021 15:00:00,Division 7D,Mendion,,1,0,31,10,,,
13610,RYEN,3,0,DIAMONDS,,CT League,Season 11,07/02/2021 15:20:00,Division 7A,Iceblade73,,1,0,17,90,,,
13611,MAKO,3,0,20DAN03,,CT League,Season 11,07/02/2021 15:30:00,Division 7D,Mendion,,1,0,11,32,,,
13612,DIAMONDS,0,3,RYEN,,CT League,Season 11,07/02/2021 15:35:00,Division 7A,Iceblade73,,0,1,91,18,,,
13613,FELINHO,3,2,MLECZAK,,CT League,Season 11,07/02/2021 16:00:00,Division 4B,Iceblade73,,1,0,153,77,,,
13614,MLECZAK,2,3,FELINHO,,CT League,Season 11,07/02/2021 16:30:00,Division 4B,Iceblade73,,0,1,78,154,,,
13615,BLARGMEISTER,3,1,YUSIF,,CT League,Season 11,07/02/2021 17:00:00,Division 5D,20Dan03,,1,0,65,105,,,
13616,KRYPTONICK,3,1,MARTS,,CT League,Season 11,07/02/2021 17:00:00,Division 7C,Lastarot,,1,0,112,549,,,
13617,MARTS,3,2,KRYPTONICK,,CT League,Season 11,07/02/2021 17:20:00,Division 7C,Lastarot,,1,0,550,113,,,
13618,YUSIF,0,3,BLARGMEISTER,,CT League,Season 11,07/02/2021 17:30:00,Division 5D,20Dan03,,0,1,106,66,,,
13619,MADDY,1,3,SCOOPMAN,,CTM Community T2,February 2021,07/02/2021 18:22:00,Round 1,Ard1998,,0,1,105,60,,,
13620,TILLBAKS,1,3,INEXISTENCE,,CTM Community T1,February 2021,07/02/2021 18:30:00,Round 1,Jakub,,0,1,74,3,,,
13621,MUUNAS,3,2,PROFESSOR_L,,CTM Futures,February 2021,07/02/2021 19:00:00,Round 1,Bigsippy,,1,0,119,64,,,
13622,ANGRYRORO,3,0,HARRIEM,,CTM Community T1,February 2021,07/02/2021 19:00:00,Round 1,Jakub,,1,0,38,50,,,
13623,GIO,3,1,OSCAR,,CTLATAM Copados,February 2021,07/02/2021 19:00:00,Quarter-final,Johann,,1,0,118,20,,,
13624,TONI,3,1,MAEDHROS,,CT League,Season 11,07/02/2021 19:00:00,Division 7C,Iceblade73,,1,0,6,106,,,
13625,OLDTAPPER,2,3,JAPORTO,,CTLATAM Copados,February 2021,07/02/2021 19:30:00,Quarter-final,Johann,,0,1,12,209,,,
13626,MAEDHROS,2,3,TONI,,CT League,Season 11,07/02/2021 19:30:00,Division 7C,Iceblade73,,0,1,107,7,,,
13627,JEEZ007,3,0,STUPERFLUOUS,,CTM Community T3,February 2021,07/02/2021 20:00:00,Round 1,Sirmaser,,1,0,15,1,,,
13628,GIO,3,1,JAPORTO,,CTLATAM Copados,February 2021,07/02/2021 20:00:00,Semi-final,Johann,,1,0,119,210,,,
13629,MARC MAIER,3,0,SHARKY,,CT League,Season 11,07/02/2021 20:00:00,Division 1,Birbwizard,,1,0,40,182,,,
13630,MARLE,3,0,JACKIEB,,CT League,Season 11,07/02/2021 20:05:00,Division 8A,Heist,,1,0,16,25,,,
13631,JACKIEB,3,1,MARLE,,CT League,Season 11,07/02/2021 20:20:00,Division 8A,Heist,,1,0,26,17,,,
13632,SHARKY,0,3,MARC MAIER,,CT League,Season 11,07/02/2021 20:20:00,Division 1,Birbwizard,,0,1,183,41,,,
13633,SWIDR,3,0,MAEDHROS,,CT League,Season 11,07/02/2021 20:20:00,Division 7C,Iceblade73,,1,0,45,108,,,
13634,Z_WING,3,2,KIRBYRULZ,,CTM Community T2,February 2021,07/02/2021 20:30:00,Round 1,Sirmaser,,1,0,64,11,,,
